wnumber,firstname,lastname,email,major,course,termcode,city,state,zip
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3230","200710","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3250","200620","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4350","201110","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3805","201110","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3100","201030","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4800","200710","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3730","201020","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3805","200720","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3040","201110","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4820","201130","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 2800","201130","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","MGMT 2400","200730","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 2705","200910","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3730","200720","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4730","200910","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3750","200810","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4500","201110","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4280","201030","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 3705","201110","Farmington","UT","84338"
"W10937377","Summer","Davidson","Summer.Davidson632@mail.weber.edu","Non-Degree Seeking","CS 4230","200610","Farmington","UT","84338"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3610","200730","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3030","201020","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2800","200920","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3830","201110","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4890","201130","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4740","200520","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3100","200920","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4350","200630","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 1400","201020","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3730","200820","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 1400","200810","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3840","201130","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3230","201020","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4650","201120","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2920","200630","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4730","201010","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3750","200610","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2420","200830","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2705","201120","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3550","200610","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3830","201020","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4640","200920","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4730","201130","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3100","201030","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4640","200720","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4350","200620","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2250","200830","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3720","201110","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3750","200830","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3210","200930","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 1022","201110","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2140","200910","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 3750","200730","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 4899","200630","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 1023","200520","Duchesne","UT","84730"
"W19579119","Christian","Koch","Christian.Koch495@mail.weber.edu","Computer Sci/Customized","CS 2800","200930","Duchesne","UT","84730"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4890","201010","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 1410","200910","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4500","200620","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 1030","200810","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4350","200830","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3610","200710","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2705","200630","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","MGMT 2400","200630","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2705","200610","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2450","201030","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2250","200710","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3100","200720","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4790","200930","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4750","200620","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4830","200630","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3210","200810","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4350","200610","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 1023","200920","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2550","200930","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","MGMT 2400","201110","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4730","200930","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3100","201030","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2550","200610","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 1010","200620","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","MGMT 2400","200820","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3730","200710","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3705","200920","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2450","200610","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4350","201020","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","MGMT 2400","200810","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2420","200910","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3550","201030","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 1410","200620","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4750","201020","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3840","200520","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 2890","200920","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3100","200520","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 1023","200730","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 3550","200610","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4110","200630","Escalante","UT","84314"
"W13390351","Alicia","Zhang","Alicia.Zhang561@mail.weber.edu","Info Systems and Technologies","CS 4750","201030","Escalante","UT","84314"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3830","200830","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3250","201110","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 1022","201110","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 2800","200920","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 1010","200530","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3040","200510","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 1010","200930","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 2920","201020","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3830","200810","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4830","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 1400","200630","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","MGMT 2400","200910","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4730","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3100","200630","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 1010","200820","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4740","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 1022","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3610","200820","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 2650","200930","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4890","201110","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3040","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 2920","200720","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4800","201110","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4230","200710","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 4780","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 3100","200610","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","MGMT 2400","201020","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 2650","201030","Orem","UT","84657"
"W16848761","Ivy","Hood","Ivy.Hood360@mail.weber.edu","Physics/Applied Physics","CS 2140","200810","Orem","UT","84657"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 3705","200530","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 4830","201030","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 3210","201020","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 2650","200730","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 4740","200710","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 4350","201020","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 4920","201030","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 2705","200520","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 1023","200630","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 3805","200910","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 1022","200730","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 1023","201030","Scofield","UT","84336"
"W15544817","Jayden","Powell","Jayden.Powell543@mail.weber.edu","Computer and Network Security","CS 3830","201110","Scofield","UT","84336"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4830","200830","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4640","200810","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4280","200910","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4750","200910","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4830","200610","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4800","200730","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2920","201030","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4500","200510","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2780","200820","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2450","200930","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4730","200720","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2890","200630","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2780","201030","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4899","200530","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4830","200810","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3830","200610","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4740","201120","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2350","200920","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2800","200510","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 1010","200620","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3230","200710","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3040","201120","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2450","200620","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4740","201020","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4830","201020","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3840","200710","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2920","200930","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3210","201020","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 1410","201030","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4790","201130","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 1022","200520","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 1023","201010","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2890","200620","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3540","200520","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4110","201110","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 1010","200730","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 3750","201030","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 2890","201030","Payson","UT","84081"
"W18831817","Jovanny","Martin","Jovanny.Martin227@mail.weber.edu","Info Systems and Technologies","CS 4780","200810","Payson","UT","84081"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3030","200530","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3840","200630","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4500","201020","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4790","201130","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4350","200910","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3610","201030","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 2800","201030","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4899","200820","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3040","201020","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 2780","201110","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4730","201030","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4350","201010","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 2550","201020","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4920","200610","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","MGMT 2400","201020","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4780","200630","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3250","200620","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4500","201130","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 2920","201010","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4110","200820","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4280","201030","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3550","200830","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4740","201110","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4899","200520","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4830","201110","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3030","200630","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3230","200720","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 2780","200610","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4899","201020","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4730","201020","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 4890","200720","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 2550","201110","Uintah","UT","84190"
"W13464586","Tomas","Holden","Tomas.Holden696@mail.weber.edu","Technical Sales","CS 3705","200630","Uintah","UT","84190"
"W11180885","Eric","Baker","Eric.Baker965@mail.weber.edu","Computer Sci/Customized","CS 4280","200810","Draper","UT","84790"
"W11180885","Eric","Baker","Eric.Baker965@mail.weber.edu","Computer Sci/Customized","CS 4820","200620","Draper","UT","84790"
